Filename,Comp,RT,Area
20230111_18,M059.P04.2,4.547,33222
20230111_18,M069.P05,4.817,119785
20230111_18,N057.P06,7.7,11760
20230111_18,N093.P02,9.161,12555
20230111_18,N044.P11,9.211,16275
20230111_18,N059.P06,9.22,20944
20230111_18,Q054.P01,9.434,2334
20230111_18,Q081.P01,9.457,3864
20230111_18,R085.P01,12.749,24618
20230111_18,S100.P01,15.834,0
20230111_18,S113.P01,15.846,25694
20230111_18,S133.P01,16.12,500386
20230111_18,S150.P01,17.02,80057
20230111_18,S136.P01,17.113,159341
20230111_18,S105.P04,17.92,14294
20230111_18,S147.P03,19.222,22324
20230111_18,T091.P08,25.18,29926
20230111_19,M045.P02,3.307,13458
20230111_19,M043.P03,3.346,35919
20230111_19,M041.P04,3.413,68927
20230111_19,V069.P04,4.354,157827
20230111_19,M045.P07,4.356,413618
20230111_19,M059.P04.2,4.384,44986
20230111_19,N108.P01,7.143,14513
20230111_19,N059.P06,9.294,98848
20230111_19,Q081.P01,9.461,5428
20230111_19,Q128.P02,9.492,2649
20230111_19,R085.P01,12.774,19718
20230111_19,S100.P01,15.817,3446
20230111_19,S113.P01,15.871,41686
20230111_19,S133.P01,16.121,556302
20230111_19,S136.P01,17.132,91459
20230111_19,S105.P04,17.918,18687
20230111_19,S114.P02,18.193,4999
20230111_19,T091.P08,25.177,26416
20230111_20,M056.P02,3.167,9511
20230111_20,M045.P02,3.286,849314
20230111_20,M057.P03,3.687,11065
20230111_20,M043.P08,4.024,30940
20230111_20,M045.P07,4.365,468621
20230111_20,M055.P05,4.713,9156
20230111_20,M057.P08,4.731,24164
20230111_20,N108.P01,7.077,4925
20230111_20,N074.P02,7.343,125489
20230111_20,N093.P02,9.161,3228
20230111_20,Q081.P01,9.471,6587
20230111_20,Q120.P01,11.593,2395
20230111_20,S113.P01,15.78,0
20230111_20,S133.P01,16.138,168274
20230111_20,S084.P01,16.205,11805
20230111_20,S150.P01,17.031,27137
20230111_20,S095.P01,18.24,0
20230111_20,S147.P03,19.299,8434
20230111_22,M043.P03,3.003,1544134
20230111_22,M044.P03,3.427,24348
20230111_22,M045.P07,4.356,165244
20230111_22,M059.P04.2,4.496,93370
20230111_22,M109.P01,5.56,10040
20230111_22,N056.P02,6.569,2404
20230111_22,N057.P06,7.689,30215
20230111_22,N059.P06,9.286,27589
20230111_22,Q081.P01,9.473,1176
20230111_22,Q057.P09,10.709,7158
20230111_22,Q097.P03,11.395,1017
20230111_22,Q069.P02,11.411,4021
20230111_22,R085.P01,12.765,11957
20230111_22,S113.P01,15.86,13895
20230111_22,S133.P01,16.134,179518
20230111_22,S131.P01,16.222,15809
20230111_22,S084.P01,16.274,1153
20230111_22,S150.P01,17.036,27367
20230111_22,S136.P01,17.149,27002
20230111_22,S105.P04,17.91,5480
20230111_22,S114.P02,18.225,6106
20230111_22,S147.P03,19.287,9612
20230111_22,T091.P08,25.195,3737
20230111_24,M056.P02,3.186,5716
20230111_24,M045.P07,4.373,1427104
20230111_24,V069.P04,4.42,38620
20230111_24,M069.P05,4.72,4457
20230111_24,N070.P03,8.965,3849
20230111_24,Q081.P01,9.467,7637
20230111_24,Q054.P01,9.516,2989
20230111_24,R085.P01,12.807,8286
20230111_24,S100.P01,15.863,0
20230111_24,S113.P01,15.877,50670
20230111_24,S133.P01,16.125,505059
20230111_24,S150.P01,17.026,91197
20230111_24,S136.P01,17.125,165421
20230111_26,M045.P02,3.229,485711
20230111_26,M045.P07,4.359,192669
20230111_26,M069.P05,4.818,4474
20230111_26,W116.P01,8.225,1496
20230111_26,Q122.P02,10.282,11546
20230111_26,R085.P01,12.78,7838
20230111_26,S133.P01,16.14,208801
20230111_26,S084.P01,16.21,14262
20230111_26,S150.P01,17.031,29157
20230111_26,S099.P01,17.109,5949
20230111_26,S136.P01,17.167,27789
20230111_26,S105.P04,17.917,11345
20230111_26,S147.P03,19.306,9301
20230111_26,T073.P04,29.594,6327
20230111_27,M043.P08,3.988,552007
20230111_27,M045.P07,4.37,1269862
20230111_27,M069.P05,4.801,95396
20230111_27,M057.P10,5.439,19269
20230111_27,N056.P02,6.555,12599
20230111_27,N093.P02,9.075,2699
20230111_27,Q081.P01,9.46,8071
20230111_27,Q128.P02,9.506,3538
20230111_27,Q054.P01,9.513,3859
20230111_27,R085.P01,12.793,26373
20230111_27,S113.P01,15.873,55099
20230111_27,S133.P01,16.123,527257
20230111_27,S150.P01,17.021,94160
20230111_27,S136.P01,17.118,185210
20230111_27,S105.P04,17.887,11647
20230111_27,S114.P02,18.22,4628
20230111_29,V069.P04,4.378,87053
20230111_29,M045.P07,4.382,408860
20230111_29,M057.P08,4.676,11568
20230111_29,N108.P01,7.077,8090
20230111_29,N094.P04,9.357,3390
20230111_29,Q081.P01,9.477,1342
20230111_29,R085.P01,12.817,2976
20230111_29,S133.P01,16.147,213648
20230111_29,S084.P01,16.212,9000
20230111_29,S095.P01,18.233,4471
20230111_30,M071.P01,2.764,658842
20230111_30,M045.P07,4.385,331055
20230111_30,M057.P08,4.684,6295
20230111_30,M069.P05,4.834,4299
20230111_30,N093.P02,9.166,200161
20230111_30,Q054.P01,9.46,1038
20230111_30,Q081.P01,9.547,6226
20230111_30,Q057.P09,10.755,2721
20230111_30,S113.P01,15.871,7307
20230111_30,S133.P01,16.155,146654
20230111_30,S150.P01,17.042,31531
20230111_30,S136.P01,17.181,12611
20230111_30,T091.P08,25.229,5299
20230111_31,M045.P02,3.283,7580
20230111_31,M045.P07,4.374,490830
20230111_31,N074.P02,7.34,17282
20230111_31,N093.P02,9.155,2165
20230111_31,R085.P01,12.817,3486
20230111_31,S113.P01,15.873,17574
20230111_31,S133.P01,16.151,170878
20230111_31,S084.P01,16.209,20857
20230111_31,S133.P01,16.606,4711
20230111_31,S099.P01,17.103,13950
20230111_31,S150.P01,17.107,0
20230111_31,S136.P01,17.171,31914
20230111_31,S105.P04,17.944,2063
20230111_31,T073.P04,29.593,9165
20230626_05,M045.P07,4.368,288035
20230626_05,V069.P04,4.443,17357
20230626_05,M055.P05,4.659,6525
20230626_05,W116.P01,8.217,0
20230626_05,N070.P03,8.97,1055
20230626_05,Q054.P01,9.453,2722
20230626_05,Q081.P01,9.464,2448
20230626_05,Q122.P02,10.279,8935
20230626_05,Q108.P04,10.821,15050
20230626_05,R085.P01,12.801,5325
20230626_05,S113.P01,15.874,11204
20230626_05,S084.P01,16.202,4559
20230626_05,S150.P01,17.035,21462
20230626_05,S136.P01,17.193,14511
20230626_05,S105.P04,17.954,4961
20230626_09,M056.P02,3.07,34035
20230626_09,M045.P06,3.979,49862
20230626_09,V069.P04,4.353,84971
20230626_09,M045.P07,4.44,688891
20230626_09,N058.P02,5.752,1377843
20230626_09,N108.P01,7.243,7151
20230626_09,N093.P02,9.144,648987
20230626_09,Q081.P01,9.437,235960
20230626_09,Q057.P09,10.673,283145
20230626_09,Q108.P04,10.814,24670
20230626_09,R085.P01,12.687,104592
20230626_09,S084.P01,16.19,33679
20230626_09,S150.P01,17.024,22300
20230626_09,S099.P01,17.133,5025
20230626_09,S136.P01,17.172,5938
20230626_09,S105.P04,17.934,2276
20230626_09,T071.P01,23.056,99700
20230626_09,T091.P08,25.201,5040
20230626_11,M045.P06,4.025,82648
20230626_11,V069.P04,4.34,17255
20230626_11,M045.P07,4.357,431708
20230626_11,M069.P05,4.779,5395
20230626_11,M057.P10,5.477,59748
20230626_11,N057.P06,7.553,32435
20230626_11,N059.P06,9.227,16016
20230626_11,N094.P04,9.283,25347
20230626_11,Q081.P01,9.445,2387
20230626_11,Q054.P01,9.492,2214
20230626_11,Q059.P01,10.03,8863
20230626_11,Q085.P01,10.248,13988
20230626_11,Q122.P02,10.267,12860
20230626_11,Q057.P09,10.67,18639
20230626_11,Q108.P04,10.812,23563
20230626_11,R085.P01,12.723,20459
20230626_11,S100.P01,15.823,2560
20230626_11,S113.P01,15.831,28722
20230626_11,S131.P01,16.273,2269
20230626_11,S150.P01,17.013,28172
20230626_11,S136.P01,17.124,43740
20230626_11,S105.P04,17.887,6238
20230626_11,S114.P02,18.223,1811
20230626_11,T071.P01,23.052,66123
20230626_11,T091.P08,25.178,12996
20230626_11,T073.P04,29.497,3298
20230626_13,M045.P06,4.033,45703
20230626_13,M045.P07,4.313,162065
20230626_13,V069.P04,4.343,128514
20230626_13,N058.P02,5.717,40922
20230626_13,N108.P01,7.231,13029
20230626_13,N057.P07,7.607,8507
20230626_13,N057.P06,7.651,13835
20230626_13,N059.P06,9.177,36681
20230626_13,N094.P04,9.294,28184
20230626_13,Q081.P01,9.437,1817
20230626_13,Q059.P01,10.07,2136
20230626_13,Q057.P09,10.676,14531
20230626_13,Q120.P01,11.573,2015
20230626_13,R085.P01,12.729,22655
20230626_13,S113.P01,15.837,22052
20230626_13,S084.P01,16.182,2654
20230626_13,S131.P01,16.22,4973
20230626_13,S136.P01,17.129,27108
20230626_13,S105.P04,17.897,7028
20230626_13,S105.P04,17.987,5852
20230626_13,S147.P03,19.307,11512
20230626_13,T071.P01,23.053,91246
20230626_13,T091.P08,25.18,13051
20230626_15,M056.P02,3.153,10810
20230626_15,M045.P06,4.024,83774
20230626_15,V069.P04,4.35,132663
20230626_15,M045.P07,4.353,834339
20230626_15,M057.P08,4.703,41874
20230626_15,N108.P01,7.203,17679
20230626_15,N057.P07,7.5,54347
20230626_15,N057.P10,8.539,59810
20230626_15,N044.P11,9.109,21650
20230626_15,N059.P06,9.12,85859
20230626_15,N094.P04,9.307,15923
20230626_15,Q081.P01,9.444,3471
20230626_15,Q125.P01,9.833,4277
20230626_15,Q085.P01,10.234,4270
20230626_15,Q122.P02,10.26,14683
20230626_15,Q097.P03,11.343,1301
20230626_15,R085.P01,12.702,40061
20230626_15,R099.P01,13.398,4770
20230626_15,S100.P01,15.781,5658
20230626_15,S113.P01,15.827,41828
20230626_15,S084.P01,16.177,6170
20230626_15,S131.P01,16.197,10852
20230626_15,S150.P01,17.003,26562
20230626_15,S136.P01,17.096,83027
20230626_15,S105.P04,17.887,14409
20230626_15,S114.P02,18.184,5840
20230626_15,S147.P03,19.313,2482
20230626_15,T091.P08,25.159,31261
20230626_16,M071.P01,2.734,260466
20230626_16,M045.P02,3.223,192078
20230626_16,M044.P03,3.411,20172
20230626_16,M045.P06,3.977,265141
20230626_16,M043.P08,3.985,113822
20230626_16,M045.P07,4.374,416246
20230626_16,V056.P03,4.559,22336
20230626_16,M069.P05,4.791,8746
20230626_16,W059.P01,6.798,7419
20230626_16,N057.P06,7.68,72298
20230626_16,N093.P02,9.133,4773
20230626_16,N044.P11,9.208,48426
20230626_16,N059.P06,9.213,40139
20230626_16,Q081.P01,9.443,4284
20230626_16,Q125.P01,9.937,0
20230626_16,Q085.P01,10.269,48002
20230626_16,R085.P01,12.729,35212
20230626_16,S100.P01,15.808,4454
20230626_16,S113.P01,15.836,45224
20230626_16,S084.P01,16.185,2180
20230626_16,S150.P01,17.007,28341
20230626_16,S136.P01,17.113,71716
20230626_16,S105.P04,17.867,4931
20230626_16,T091.P08,25.154,30846
20230626_18,M056.P02,3.17,6012
20230626_18,M045.P07,4.353,490230
20230626_18,M057.P10,5.531,55345
20230626_18,W059.P01,6.777,7189
20230626_18,N108.P01,7.263,14465
20230626_18,N057.P07,7.568,8754
20230626_18,N093.P02,9.14,7248
20230626_18,Q081.P01,9.452,5467
20230626_18,Q059.P01,10.123,3079
20230626_18,Q122.P02,10.27,10233
20230626_18,Q108.P04,10.86,0
20230626_18,R085.P01,12.81,9184
20230626_18,S113.P01,15.872,22224
20230626_18,S150.P01,17.013,25103
20230626_18,S136.P01,17.159,21778
20230626_18,S105.P04,17.911,10276
20230626_18,T055.P04,24.61,3917
20230626_18,T091.P08,25.182,12611
20230626_20,M045.P06,4.022,86615
20230626_20,V069.P04,4.324,44225
20230626_20,M069.P05,4.787,6914
20230626_20,N057.P06,7.56,32798
20230626_20,N093.P02,9.141,45729
20230626_20,N059.P06,9.153,64920
20230626_20,N094.P04,9.285,37460
20230626_20,Q081.P01,9.448,2727
20230626_20,Q122.P02,10.26,11911
20230626_20,S084.P01,16.181,9154
20230626_20,S150.P01,17.015,21710
20230626_20,S099.P01,17.044,9465
20230626_20,S136.P01,17.129,26016
20230626_20,S105.P04,17.901,8575
20230626_20,S095.P01,18.146,13536
20230626_20,T091.P08,25.178,13707
20230626_20,T057.P13,30.36,0
20230626_21,M071.P01,2.729,261324
20230626_21,M043.P03,2.996,218803
20230626_21,M057.P03,3.64,17218
20230626_21,V069.P04,4.343,88401
20230626_21,M045.P07,4.345,660750
20230626_21,N056.P02,6.517,1951
20230626_21,N057.P07,7.681,12404
20230626_21,N094.P04,9.343,7238
20230626_21,Q081.P01,9.448,3814
20230626_21,Q059.P01,10.123,4902
20230626_21,Q122.P02,10.267,12954
20230626_21,Q108.P04,10.815,22877
20230626_21,R085.P01,12.747,16208
20230626_21,S113.P01,15.845,18069
20230626_21,S150.P01,17.014,41525
20230626_21,S136.P01,17.134,42460
20230626_21,T091.P08,25.181,12948
20230626_22,M057.P02,3.149,16833
20230626_22,M043.P03,3.15,67777
20230626_22,M055.P05,4.61,158795
20230626_22,M057.P08,4.804,15880
20230626_22,M043.P13,5.17,28094
20230626_22,Q081.P01,9.387,0
20230626_22,R129.P03,14.361,0
20230626_24,V069.P04,4.425,124412
20230626_24,M045.P07,4.428,516266
20230626_24,M057.P08,4.729,7358
20230626_24,M069.P05,4.866,5289
20230626_24,N073.P01,5.896,29239
20230626_24,Q081.P01,9.484,3593
20230626_24,Q059.P01,10.109,6671
20230626_24,Q122.P02,10.294,12115
20230626_24,Q108.P04,10.848,19227
20230626_24,Q105.P04,10.933,125888
20230626_24,S113.P01,15.81,1990
20230626_24,S100.P01,15.875,0
20230626_24,S084.P01,16.212,2630
20230626_27,M057.P02,3.146,7890
20230626_27,M056.P02,3.17,6151
20230626_27,M045.P07,4.383,335742
20230626_27,M069.P05,4.727,1690
20230626_27,N057.P06,7.719,2632
20230626_27,W116.P01,8.234,1569
20230626_27,Q081.P01,9.456,1866
20230626_27,Q059.P01,10.117,5701
20230626_27,Q108.P04,10.839,14466
20230626_27,Q113.P02,11.172,3450
20230626_27,S150.P01,17.05,1014
20230626_27,S095.P01,18.173,5570
20230626_27,T071.P01,23.087,9079
20230626_29,M071.P01,2.732,34825
20230626_29,M045.P07,4.369,445848
20230626_29,M073.P01.3,5.164,1878
20230626_29,Q081.P01,9.464,2390
20230626_29,Q122.P02,10.28,15630
20230626_29,Q108.P04,10.834,17759
20230626_29,Q105.P04,10.923,55066
20230626_29,Q113.P02,11.083,1108
20230626_29,S113.P01,15.829,3861
20230626_29,S150.P01,17.073,2596
20230626_32,M071.P01,2.821,301269
20230626_32,M044.P03,3.46,22905
20230626_32,M045.P06,4.126,127158
20230626_32,V069.P04,4.367,128785
20230626_32,M045.P07,4.369,494250
20230626_32,M059.P04.2,4.4,48360
20230626_32,M057.P08,4.614,28101
20230626_32,M055.P05,4.616,12602
20230626_32,N108.P01,7.204,178244
20230626_32,N057.P07,7.542,22526
20230626_32,N057.P10,8.572,22400
20230626_32,N070.P03,8.998,2092
20230626_32,Q081.P01,9.463,2042
20230626_32,Q054.P01,9.51,1583
20230626_32,Q108.P04,10.829,16039
20230626_32,R085.P01,12.793,9111
20230626_32,S150.P01,17.044,11188
20230626_34,M056.P02,3.194,5942
20230626_34,M045.P06,4.092,90270
20230626_34,V069.P04,4.336,143337
20230626_34,M045.P07,4.34,574318
20230626_34,M059.P04.2,4.433,46870
20230626_34,N056.P02,6.54,2300
20230626_34,N057.P07,7.53,11862
20230626_34,N057.P06,7.678,12259
20230626_34,N057.P10,8.562,14851
20230626_34,N093.P02,9.144,1637
20230626_34,Q081.P01,9.46,2335
20230626_34,Q122.P02,10.268,14615
20230626_34,Q085.P01,10.299,12149
20230626_34,Q108.P04,10.822,20078
20230626_34,R085.P01,12.82,2335
20230626_34,R131.P04,14,5079
20230626_34,R129.P03,14.337,3919
20230626_34,S113.P01,15.85,19756
20230626_34,S133.P01,16.16,72739
20230626_34,S150.P01,17.04,18340
20230626_34,S105.P04,17.98,1550
20230626_34,T071.P01,23.093,22409
20230626_37,M044.P03,3.443,29682
20230626_37,M045.P07,4.339,477652
20230626_37,V069.P04,4.34,46320
20230626_37,M059.P04.2,4.447,24254
20230626_37,M057.P08,4.736,243108
20230626_37,N108.P01,7.24,17685
20230626_37,N057.P07,7.629,10318
20230626_37,N057.P10,8.562,12358
20230626_37,N093.P02,9.148,3789
20230626_37,N059.P06,9.29,18542
20230626_37,Q081.P01,9.462,1563
20230626_37,Q059.P01,10.109,7805
20230626_37,Q122.P02,10.27,12834
20230626_37,Q108.P04,10.821,16575
20230626_37,R085.P01,12.771,8444
20230626_37,S084.P01,16.201,5445
20230626_37,S133.P01,16.203,15062
20230626_37,S072.P01,16.674,4909
20230626_37,S150.P01,17.036,8406
20230626_37,S095.P01,18.218,10998
20230626_38,M071.P01,2.795,29742
20230626_38,M044.P03,3.429,20896
20230626_38,M045.P06,4.091,44929
20230626_38,M045.P07,4.335,364238
20230626_38,V069.P04,4.34,52025
20230626_38,M069.P05,4.783,11529
20230626_38,M043.P13,5.14,19002
20230626_38,M057.P10,5.477,10953
20230626_38,W059.P01,6.784,6542
20230626_38,N057.P07,7.528,11043
20230626_38,N057.P10,8.561,8245
20230626_38,Q081.P01,9.465,0
20230626_38,Q122.P02,10.274,11064
20230626_38,Q108.P04,10.823,15379
20230626_38,R085.P01,12.797,8528
20230626_38,S084.P01,16.185,9953
20230626_38,S043.P03,16.946,1947
20230626_38,T071.P01,23.163,18256
20230904_04,M071.P01,2.805,29223
20230904_04,M043.P03,3.065,80439
20230904_04,M044.P03,3.421,26990
20230904_04,M045.P07,4.353,371054
20230904_04,M059.P04.2,4.503,173975
20230904_04,Q081.P01,9.455,4489
20230904_04,Q128.P02,9.457,0
20230904_04,R085.P01,12.783,12867
20230904_04,R056.P03,13.913,0
20230904_04,S084.P01,16.186,27349
20230904_04,S150.P01,17.033,23543
20230904_04,S095.P01,18.24,8061
20230904_06,M071.P01,2.828,54836
20230904_06,M045.P02,3.342,420271
20230904_06,M043.P08,4.033,57104
20230904_06,M045.P06,4.066,33887
20230904_06,M045.P07,4.349,431569
20230904_06,M055.P05,4.585,6825
20230904_06,N056.P02,6.559,2277
20230904_06,N093.P02,9.125,4073
20230904_06,Q081.P01,9.45,3843
20230904_06,R085.P01,12.793,3656
20230904_06,S113.P01,15.85,19487
20230904_06,S084.P01,16.182,7208
20230904_06,S150.P01,17.104,4202
20230904_06,S105.P04,17.87,7252
20230904_09,M071.P01,2.774,33126
20230904_09,M045.P06,4.103,73130
20230904_09,M045.P07,4.329,583340
20230904_09,M069.P05,4.784,19999
20230904_09,N093.P02,9.13,0
20230904_09,Q081.P01,9.451,0
20230904_09,Q059.P01,10.123,3388
20230904_09,T071.P01,23.072,47183
20230904_12,M071.P01,2.739,148745
20230904_12,M045.P06,4.107,285440
20230904_12,V069.P04,4.354,98440
20230904_12,M045.P07,4.355,1039435
20230904_12,M057.P10,5.499,14668
20230904_12,N093.P02,9.133,3214
20230904_12,Q081.P01,9.447,2729
20230904_12,Q059.P01,10.123,8623
20230904_12,S150.P01,17.036,29979
20230904_16,M056.P02,3.22,6326
20230904_16,M044.P03,3.431,47737
20230904_16,M043.P08,3.997,20023
20230904_16,M045.P07,4.364,456605
20230904_16,M059.P04.2,4.384,98015
20230904_16,M057.P08,4.758,16697
20230904_16,N057.P10,8.567,10467
20230904_16,Q081.P01,9.46,2268
20230904_16,R085.P01,12.795,5439
20230904_16,S084.P01,16.189,14697
20230904_16,S150.P01,17.046,8960
20230904_21,M045.P07,4.345,712117
20230904_21,M069.P05,4.793,7375
20230904_21,N108.P01,7.283,18349
20230904_21,W116.P01,8.202,1536
20230904_21,N093.P02,9.132,2086
20230904_21,Q059.P01,10.124,6454
20230904_21,R085.P01,12.77,11308
20230904_21,S133.P01,16.153,115647
20230904_21,S043.P03,16.944,4521
20230904_21,S150.P01,17.09,3107
20230904_21,T091.P08,25.267,2307
20230904_22,M045.P02,3.347,48656
20230904_22,M045.P07,4.351,551570
20230904_22,M055.P05,4.692,9188
20230904_22,M073.P01.3,5.147,81852
20230904_22,Q081.P01,9.458,4500
20230904_22,Q054.P01,9.462,1313
20230904_22,Q128.P02,9.49,1068
20230904_22,Q059.P01,10.123,6785
20230904_22,S113.P01,15.873,11762
20230904_22,S133.P01,16.169,55518
20230904_22,S084.P01,16.19,13360
20230904_22,S043.P03,16.941,3844
20230904_22,S150.P01,17.039,42941
20230904_22,S095.P01,18.23,4335
20230904_22,T071.P01,23.067,39270
20230904_28,M071.P01,2.847,31554
20230904_28,M044.P03,3.336,37726
20230904_28,M045.P07,4.356,937906
20230904_28,M069.P05,4.8,5415
20230904_28,M057.P10,5.354,31152
20230904_28,N056.P02,6.537,4202
20230904_28,N093.P02,9.137,2249
20230904_28,Q081.P01,9.451,3396
20230904_28,Q059.P01,10.122,2996
20230904_28,S133.P01,16.194,33683
20230904_28,S084.P01,16.202,6330
20230904_28,S072.P01,16.708,7439
20230904_28,S150.P01,17.047,42347
20230904_30,M071.P01,2.797,228496
20230904_30,M043.P08,4.013,58534
20230904_30,M045.P07,4.339,601531
20230904_30,V069.P04,4.34,106564
20230904_30,N057.P07,7.537,11863
20230904_30,N057.P10,8.559,6633
20230904_30,Q081.P01,9.483,6426
20230904_30,Q085.P01,10.297,6862
20230904_30,Q108.P04,10.822,13562
20230904_30,R085.P01,12.797,6999
20230904_30,S113.P01,15.857,9765
20230904_30,S133.P01,16.171,65271
20230904_33,M044.P03,3.407,568779
20230904_33,M057.P03,3.583,339399
20230904_33,M045.P06,4.064,159617
20230904_33,V069.P04,4.32,52331
20230904_33,M069.P05,4.777,53594
20230904_33,N058.P02,5.74,390357
20230904_33,N108.P01,7.21,117284
20230904_33,N093.P02,9.131,82584
20230904_33,N094.P04,9.343,12282
20230904_33,Q081.P01,9.435,95822
20230904_33,Q054.P01,9.479,12405
20230904_33,Q057.P09,10.613,241304
20230904_33,Q108.P04,10.805,23099
20230904_33,R085.P01,12.677,22554
20230904_33,S150.P01,17.017,49030
20230904_33,S095.P01,18.257,2827
20230904_33,T073.P04,29.577,3856
20230904_39,M043.P08,4.03,137514
20230904_39,M045.P07,4.355,341743
20230904_39,M109.P01,5.57,2569
20230904_39,N056.P02,6.557,0
20230904_39,N108.P01,7.073,6446
20230904_39,Q081.P01,9.472,3095
20230904_39,R131.P04,14.177,4029
20230904_39,R129.P03,14.321,6103
20230904_39,S084.P01,16.186,21120
20230904_39,S150.P01,17.042,24804
20230904_40,M071.P01,2.773,100180
20230904_40,M044.P03,3.419,39343
20230904_40,M043.P03,3.42,16885
20230904_40,M045.P06,4.055,156669
20230904_40,M045.P07,4.321,1009291
20230904_40,M057.P08,4.783,28391
20230904_40,N058.P02,5.732,61088
20230904_40,N108.P01,7.233,43193
20230904_40,N057.P07,7.511,18065
20230904_40,N057.P10,8.548,22684
20230904_40,N059.P06,9.264,14649
20230904_40,Q081.P01,9.447,2882
20230904_40,Q108.P04,10.806,20850
20230904_40,R085.P01,12.742,12676
20230904_40,S133.P01,16.128,212809
20230904_40,S084.P01,16.176,28614
20230904_40,S131.P01,16.256,6810
20230904_40,S072.P01,16.703,1425
20230904_40,S150.P01,17.011,7653
20230904_40,S105.P04,17.939,6007
20230904_42,M071.P01,2.779,57835
20230904_42,M041.P04,3.346,38150
20230904_42,M043.P08,4.019,325469
20230904_42,M045.P06,4.03,353266
20230904_42,V069.P04,4.322,97565
20230904_42,N058.P02,5.743,21462
20230904_42,N057.P07,7.51,27909
20230904_42,N057.P06,7.587,22470
20230904_42,N057.P10,8.54,37558
20230904_42,N093.P02,9.133,3883
20230904_42,N044.P11,9.214,16117
20230904_42,N094.P04,9.362,28446
20230904_42,Q081.P01,9.445,11043
20230904_42,Q108.P04,10.805,29688
20230904_42,R085.P01,12.732,15203
20230904_42,S113.P01,15.827,28168
20230904_42,S133.P01,16.119,318830
20230904_42,S084.P01,16.182,5353
20230904_42,S150.P01,17.014,32938
20230904_44,M044.P03,3.428,56794
20230904_44,M045.P06,4.043,4004
20230904_44,M045.P07,4.361,632165
20230904_44,V069.P04,4.42,9500
20230904_44,Q108.P04,10.827,19420
20230904_44,Q069.P02,11.45,2161
20230904_44,R129.P03,14.327,7159
20230904_44,S113.P01,15.819,6169
20230904_44,S084.P01,16.203,6559
20230904_46,M045.P06,4.061,175498
20230904_46,M045.P07,4.335,1129441
20230904_46,V069.P04,4.337,211899
20230904_46,M069.P05,4.781,32367
20230904_46,M109.P01,5.545,18518
20230904_46,N056.P02,6.523,7938
20230904_46,N108.P01,7.211,101584
20230904_46,N057.P07,7.508,56881
20230904_46,N057.P10,8.539,63034
20230904_46,N059.P06,9.283,17104
20230904_46,N094.P04,9.367,20776
20230904_46,Q081.P01,9.448,4407
20230904_46,R085.P01,12.736,20804
20230904_46,S113.P01,15.834,26777
20230904_46,S100.P01,15.844,0
20230904_46,S133.P01,16.131,229077
20230904_46,S084.P01,16.18,10245
20230904_46,S150.P01,17.018,25945
20230904_46,T055.P04,24.697,1625
20230904_50,M071.P01,2.762,1311000
20230904_50,M043.P03,3.332,12768
20230904_50,M044.P03,3.422,35550
20230904_50,M045.P06,4.062,137635
20230904_50,V069.P04,4.336,202959
20230904_50,M045.P07,4.34,1154240
20230904_50,M055.P05,4.597,14063
20230904_50,M069.P05,4.78,34196
20230904_50,N057.P07,7.51,75623
20230904_50,N057.P10,8.545,45729
20230904_50,Q081.P01,9.438,3891
20230904_50,Q059.P01,10.07,18792
20230904_50,Q108.P04,10.812,28532
20230904_50,R085.P01,12.744,15800
20230904_50,R056.P03,13.929,4490
20230904_50,S150.P01,17.022,35838
20230904_50,S095.P01,18.197,10640
20230904_50,T091.P08,25.255,4947
20230904_51,M071.P01,2.818,27824
20230904_51,V069.P04,4.357,33881
20230904_51,M057.P08,4.73,73566
20230904_51,M069.P05,4.8,25663
20230904_51,M057.P10,5.45,224688
20230904_51,N093.P02,9.131,95892
20230904_51,Q081.P01,9.451,2671
20230904_51,R085.P01,12.797,2072
20230904_51,S133.P01,16.153,109092
20230904_51,S084.P01,16.189,19174
20230904_51,S150.P01,17.025,23151
20230904_51,S095.P01,18.222,8452
20231212_10,M043.P03,6.197,32810
20231212_10,V056.P03,7.803,4428
20231212_10,M043.P13,8.339,18950
20231212_10,N058.P02,9.114,4009
20231212_10,N108.P01,10.64,6788
20231212_10,Q122.P02,14.035,22420
20231212_10,Q057.P09,14.503,4606
20231212_10,Q108.P04,14.545,24741
20231212_10,R099.P01,16.894,6982
20231212_10,S113.P01,19.823,2334
20231212_10,S150.P01,21.066,31093
20231212_10,T071.P01,27.188,73242
20231212_12,M057.P02,6.443,30378
20231212_12,M056.P02,6.45,13733
20231212_12,M045.P02,6.487,155179
20231212_12,M073.P01.3,8.507,57617
20231212_12,N108.P01,10.468,12542
20231212_12,N094.P04,12.526,228486
20231212_12,N044.P11,12.62,27002
20231212_12,Q081.P01,12.943,21923
20231212_12,Q059.P01,13.51,202815
20231212_12,Q108.P04,14.557,70738
20231212_12,S133.P01,20.168,839508
20231212_12,S105.P04,21.656,11193
20231212_12,S095.P01,21.903,12033
20231212_12,T071.P01,27.202,57347
20231212_12,T057.P13,34.48,4760
20231212_13,M057.P02,6.471,41149
20231212_13,M045.P02,6.473,77580
20231212_13,Q128.P02,12.873,1326
20231212_13,Q108.P04,14.533,21425
20231212_13,R085.P01,16.286,1815
20231212_13,S113.P01,19.869,40722
20231212_13,S150.P01,21.07,44319
20231212_13,T071.P01,27.2,51476
20231212_16,M043.P08,7.197,16908
20231212_16,N058.P02,8.973,5382
